COc1cc2nc(N3CCN(C(=O)c4ccc(N=C=S)c(I)c4)CC3)nc(N)c2cc1OC,CHEMBL447227
COc1cc2nc(N3CCN(/C(S)=N/c4ccc(NC(=S)N5CC5)cc4)CC3)nc(N)c2cc1OC,CHEMBL6302
CN1CCC[C@H]1CN1CCN(Cc2ccncc2)CC1,CHEMBL268831
CN1CCC[C@H]1CN1CCN(Cc2cccnc2)CC1,CHEMBL267915
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,CHEMBL2
COC(=O)/C=C/C=C/C(=O)N1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,CHEMBL6306
COc1cc2nc(N3CCN(C(=O)C4OC4c4ccccc4)CC3)nc(N)c2cc1OC,CHEMBL415103
COc1cc2nc(N3CCN(C(=O)/C=C/C(=O)c4ccccc4)CC3)nc(N)c2cc1OC,CHEMBL6321
COc1cc2nc(N3CCN(C(=O)c4ccc5ccccc5c4)CC3)nc(N)c2cc1OC,CHEMBL6323
COc1cc2nc(N3CCN(/C(S)=N/c4ccc(N=[N+]=[N-])cc4)CC3)nc(N)c2cc1OC,CHEMBL6313
COc1cc2nc(N3CCN(C(=O)c4cccc(CCl)c4)CC3)nc(N)c2cc1OC,CHEMBL266081
COc1cc2nc(N3CCN(C(=O)/C=C/c4ccc(N=C=S)cc4)CC3)nc(N)c2cc1OC,CHEMBL6314
COc1cc2nc(N3CCN(C(=O)/C=C/c4ccc(NC(=O)CBr)cc4)CC3)nc(N)c2cc1OC,CHEMBL6343
O=c1oc2c(O)c(O)ccc2c2ccc(O)cc12,CHEMBL204146
O=c1oc2ccccc2c2ccccc12,CHEMBL6355
O=c1oc2c(O)c(O)ccc2c2ccccc12,CHEMBL6364
O=c1oc2ccccc2c2cc(O)c(O)cc12,CHEMBL6365
O=c1oc2cc(O)c(O)cc2c2cc(O)c(O)cc12,CHEMBL266458
Cc1cc(CC(=O)[O-])n(C)c1C(=O)c1ccc(Cl)cc1.[Na+],CHEMBL266459
COc1cc2nc(N3CCN(C(=O)COc4ccccc4)CC3)nc(N)c2cc1OC,CHEMBL6366
C=C(C=O)C[C@H]1C[C@H](O)[C@]2(C)O[C@@H]3C[C@@H]4O[C@@H]5C[C@]6(C)O[C@]7(C)CC[C@@H]8O[C@@H]9C[C@]%10(C)O[C@@H]%11C(C)=CC(=O)O[C@H]%11C[C@H]%10O[C@H]9C[C@@H](C)[C@H]8O[C@H]7C[C@H]6O[C@@]5(C)C/C=C\[C@H]4O[C@H]3C[C@H]2O1,CHEMBL216458
CN1CCC[C@H]1c1cccnc1,CHEMBL3
c1cncc([C@@H]2CCCN2)c1,CHEMBL6200
CCC(C)(C)NC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,CHEMBL266886
COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)NC(C)CC(C)C)C2)cc(OC)c1OC,CHEMBL269132
CCCC(C)NC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,CHEMBL269133
O=C(C1CCCCN1)N1CCN(Cc2cccnc2)CC1,CHEMBL6346
c1cncc(CN2CCN(C[C@@H]3CCCN3)CC2)c1,CHEMBL414181
c1cc(CN2CCN(C[C@@H]3CCCN3)CC2)ccn1,CHEMBL6334
O=c1oc2c(O)c(O)ccc2c2cc(F)ccc12,CHEMBL263076
O=c1oc2c(Cl)c(Cl)ccc2c2cc(O)c(O)cc12,CHEMBL6335
Cc1cc(O)c(O)c2oc(=O)c3ccc(F)cc3c12,CHEMBL6336
ONC1c2cc(O)c(O)cc2-c2cc(O)c(O)cc21,CHEMBL6353
O=C1c2cc(O)c(O)cc2-c2cc(O)c(O)cc21,CHEMBL6345
O=c1oc2c(F)c(F)ccc2c2cc(O)c(O)cc12,CHEMBL268770
O=c1oc2cc(O)c(O)cc2c2cc(F)ccc12,CHEMBL6349
C[C@]12CCC3C(CC=C4C[C@@H](O)[C@H]5COC[C@]43C5)C1CC[C@@H]2OC1CC1,CHEMBL413593
C[C@]12CCC3C(CC(=O)C4=CC(=O)CC[C@@]43C)C1CC[C@@H]2OC1CC1,CHEMBL267358
O=c1oc2c(O)c(O)ccc2c2cc(O)c(O)cc12,CHEMBL6338
COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)NCC(C)(C)C)C2)cc(OC)c1OC,CHEMBL269134
COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)NC(C)(C)C)C2)cc(OC)c1OC,CHEMBL6359
CCCCCCCC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,CHEMBL6211
CCCCCCCCCC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,CHEMBL266184
COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(C)=O)C2)cc(OC)c1OC,CHEMBL6217
CCCCCCCCNC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,CHEMBL24879
CCCCCCCCCCCCCCCCCC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,CHEMBL227457
Cn1c(CC(=O)O)cc(CO)c1C(=O)c1ccc(Cl)cc1,CHEMBL6201
COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)COc3ccc(Cl)cc3)C2)cc(OC)c1OC,CHEMBL265773
COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)COc3ccc(F)cc3)C2)cc(OC)c1OC,CHEMBL414696
C[C@]12CCC3C(CCC4=CC(=O)CC[C@@]43C)C1CC[C@@H]2OC1CC1,CHEMBL267913
CC1(C)C2=CCC3C4CC[C@H](OC5CC5)[C@@]4(C)CCC3[C@@]2(C)CC[C@@H]1O,CHEMBL6245
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CHEMBL4
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,CHEMBL5
O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,CHEMBL6246
Cc1cc(O)c(O)c2oc(=O)c3cc(O)c(O)cc3c12,CHEMBL6247
COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)C3CCCCC3)C2)cc(OC)c1OC,CHEMBL268597
CCC(CC)C(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,CHEMBL6270
CC(=O)/C=C/CC1C(=O)N2[C@@H](C(=O)O)C(C)(C)S(=O)(=O)[C@@H]12,CHEMBL6311
C=Cn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCC(CNCC)C3)c(F)c21,CHEMBL6312
CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2c1CCC2,CHEMBL204021
COCCc1ccc(OCC(O)CN(CC(O)COc2ccc(CCOC)cc2)C(C)COCC(C)OCC(C)OCC(C)N(CC(O)COc2ccc(CCOC)cc2)CC(O)COc2ccc(CCOC)cc2)cc1,CHEMBL383864
CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)N[C@@H](CCCCN)C(=O)O,CHEMBL266222
CCCCCN(CCCCC)C(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,CHEMBL6263
CCCCN(CCCC)C(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,CHEMBL6319
CCCC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,CHEMBL6341
CCCN(CCC)C(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,CHEMBL269131
CCN(CC)C(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,CHEMBL6322
COc1cc(NC(=O)OCC2CN(C(=O)c3cc(OC)c(OC)c(OC)c3)CCN2C(=O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,CHEMBL267357
CCC(CC)NC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,CHEMBL380444
CCC(C)CNC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,CHEMBL204022
CCCCC(CC)CNC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,CHEMBL6350
COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)NCCC(C)C)C2)cc(OC)c1OC,CHEMBL6202
COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)NC(C)C(C)C)C2)cc(OC)c1OC,CHEMBL258053
COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)c3ccccc3Cl)C2)cc(OC)c1OC,CHEMBL6203
CCCCCC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,CHEMBL258253
Cc1nccn1CCCCc1ccc(CC(=O)N[C@H](CO)Cc2ccc(OCCC3CCCCC3)c(CCCN)c2)cc1,CHEMBL263777
COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)C(C)(C)C)C2)cc(OC)c1OC,CHEMBL268596
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL6
O=C(C1CCCCN1)N1CCN(Cc2ccncc2)CC1,CHEMBL266220
O=C(C1CCCCN1)N1CCN(Cc2ccccn2)CC1,CHEMBL6233
O=C([C@@H]1CCCN1)N1CCN(Cc2cccnc2)CC1,CHEMBL6234
O=C([C@@H]1CCCN1)N1CCN(Cc2ccccn2)CC1,CHEMBL268598
COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)CC(C)(C)C)C2)cc(OC)c1OC,CHEMBL6232
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43C)C1CC[C@@H]2OC1CC1,CHEMBL6253
C[C@]12CCC3C(CCC4=CC(=O)[C@H]5COC[C@]43C5)C1CC[C@@H]2OC1CC1,CHEMBL414006
CCC(CC)C(=O)OCC1CN(Cc2cc(OC)c(OC)c(OC)c2)CCN1Cc1cc(OC)c(OC)c(OC)c1,CHEMBL414007
COc1cc(N2CCN(c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC,CHEMBL267229
COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC,CHEMBL6244
Cc1nccn1CCCCc1ccc(CC(=O)N[C@H](CO)Cc2ccc(OCCC3CCCCC3)c(CCCCN)c2)cc1,CHEMBL6227
Cc1nccn1CCCCc1ccc(CC(=O)N[C@@H](CO)Cc2ccc(OCCC3CCCCC3)c(CCCN)c2)cc1,CHEMBL6242
CCCCNC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,CHEMBL269340
N[C@@H](CCC(=O)Nc1ccc([N+](=O)[O-])cc1)C(=O)O,CHEMBL6251
COC(=O)[C@@H](N)CO,CHEMBL440577
Cl.N[C@@H](CNC(=O)Nc1ccc([N+](=O)[O-])cc1)C(=O)O,CHEMBL263074
COC(=O)[C@@H](N)COC(=O)Nc1ccc([N+](=O)[O-])cc1.Cl,CHEMBL6267
COC(=O)[C@@H](N)CCC(=O)Nc1ccc([N+](=O)[O-])cc1.Cl,CHEMBL6285
CON(C)C(=O)/C=C/CC1C(=O)N2[C@@H](C(=O)O)C(C)(C)[S+]([O-])[C@H]12,CHEMBL267627
CC1(C)[C@H](C(=O)O)N2C(=O)C(C/C=C/C=O)[C@H]2S1(=O)=O,CHEMBL6286
CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,CHEMBL403
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(OC)c3c2F)C1,CHEMBL6289
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4C)c3c2F)C1,CHEMBL6282
CC(C)C[C@H](NC(=O)[C@H](C)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(N)=O,CHEMBL448105
Cc1nccn1CCCCc1ccc(CC(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)NCCC2CCCCC2)cc1,CHEMBL6269
COC(=O)[C@@H](N)CNC(=O)Nc1ccc([N+](=O)[O-])cc1.Cl,CHEMBL6300
CC(=O)/C=C/CC1C(=O)N2[C@@H](C(=O)O)C(C)(C)S(=O)(=O)[C@H]12,CHEMBL6301
COC(=O)/C=C/CC1C(=O)N2[C@@H](C(=O)O)C(C)(C)S(=O)(=O)[C@H]12,CHEMBL6309
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C(C)C)c3c2F)C1,CHEMBL265664
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CCCC4)c3c2F)C1,CHEMBL6265
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4ccc(F)cc4)c3c2F)C1,CHEMBL268887
CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,CHEMBL6259
C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,CHEMBL404
CC1(C)[C@H](C(=O)O)N2C(=O)[C@@H](Cc3cn(CC4CCCN4)nn3)[C@H]2S1(=O)=O,CHEMBL6261
CC1(C)[C@H](C(=O)O)N2C(=O)[C@@H](Cc3cn(-c4ccc(O)cc4)nn3)[C@H]2S1(=O)=O,CHEMBL6281
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,CHEMBL6273
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C)c3c2F)C1,CHEMBL6287
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CCCCC4)c3c2F)C1,CHEMBL267628
Cn1cc(C2=C(c3cn(CCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21,CHEMBL6291
CC1(C)[C@H](C(=O)O)N2C(=O)[C@@H](Cc3cn(-c4ccc(F)cc4)nn3)[C@H]2S1(=O)=O,CHEMBL6292
CC1(C)[C@H](C(=O)O)N2C(=O)[C@@H](Cc3cn(-c4ccc(N)cc4)nn3)[C@H]2S1(=O)=O,CHEMBL267863
CC1(C)[C@H](C(=O)O)N2C(=O)[C@@H](Cc3cn(CC(N)Cc4ccc(O)cc4)nn3)[C@H]2S1(=O)=O,CHEMBL263882
Cn1cc(C2=C(c3cn(CCC[N+](C)(C)C)c4ccccc34)C(=O)NC2=O)c2ccccc21,CHEMBL6331
Cn1cc(C2=C(c3cn(CCCCC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21,CHEMBL6332
CN(C)CCCn1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c2ccccc21,CHEMBL268769
Cn1cc(C2=C(c3cn(CCCN)c4ccccc34)C(=O)NC2=O)c2ccccc21,CHEMBL269264
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CC)c3c2F)C1,CHEMBL6209
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,CHEMBL6210
Cn1cc(C2=C(c3cn(CCCN=C(N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21,CHEMBL267386
CC1(C)[C@H](C(=O)O)N2C(=O)[C@@H](Cc3cn(-c4ccccc4)nn3)[C@H]2S1(=O)=O,CHEMBL6220
CC1(C)[C@H](C(=O)O)N2C(=O)C(C/C=C/C#N)[C@@H]2S1(=O)=O,CHEMBL267626
COC(=O)/C=C/CC1C(=O)N2[C@@H](C(=O)O)C(C)(C)S(=O)(=O)[C@@H]12,CHEMBL6221
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CC(F)(F)F)c3c2F)C1,CHEMBL265663
Cn1cc(C2=C(c3cn(CCO)c4ccccc34)C(=O)NC2=O)c2ccccc21,CHEMBL268292
Cn1cc(C2=C(c3cn(CCCO)c4ccccc34)C(=O)NC2=O)c2ccccc21,CHEMBL6205
Cn1cc(C2=C(c3cn(CCCCO)c4ccccc34)C(=O)NC2=O)c2ccccc21,CHEMBL441172
Cn1cc(C2=C(c3cn(CCCCCO)c4ccccc34)C(=O)NC2=O)c2ccccc21,CHEMBL6199
CNCCCn1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c2ccccc21,CHEMBL429244
COc1ccc(-c2c(-c3ccccn3)nc3n2CCC3)cc1,CHEMBL6204
CCc1cc2c(Sc3nnc(N)s3)ncnc2s1,CHEMBL6229
CNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,CHEMBL6231
CCc1cc2c(O)ncnc2s1,CHEMBL6215
Cn1cc(C2=C(c3cn(CCCCCN)c4ccccc34)C(=O)NC2=O)c2ccccc21,CHEMBL6235
Cn1cc(C2=C(c3cn(CCCCN)c4ccccc34)C(=O)NC2=O)c2ccccc21,CHEMBL266483
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,CHEMBL8
C1=C(c2ccccc2)CCNC1,CHEMBL6224
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CC4CC4)c3c2F)C1,CHEMBL6225
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(NC)c3c2F)C1,CHEMBL6256
C[N+]1([O-])CC=C(c2ccccc2)CC1,CHEMBL267230
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,CHEMBL9
Cn1cc(C2=C(c3cn(CCCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21,CHEMBL268888
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)C1,CHEMBL415287
